Pos,ID,Name,BV,SV,Team,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,18_xMins,19_xMins,20_xMins,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts,16_Pts,17_Pts,18_Pts,19_Pts,20_Pts
D,345,Bornauw,3.9,3.9,Leeds United,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,0.20,0.20,0.18,0.20,0.19,0.20,0.21,0.21,0.19,0.20
D,346,Byram,3.9,3.9,Leeds United,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0.12,0.13,0.11,0.12,0.12,0.12,0.13,0.13,0.11,0.12
D,347,Gudmundsson,4.0,4.0,Leeds United,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,3.14,3.51,2.07,3.16,2.81,3.46,3.59,3.76,2.42,3.09
D,348,Rodon,4.1,4.1,Leeds United,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,85.95,3.59,3.54,2.33,3.62,2.80,3.65,3.98,3.97,2.99,3.43
M,350,Aaronson,5.4,5.4,Leeds United,66.00,66.00,66.00,66.00,66.00,66.00,66.00,66.00,66.00,66.00,3.04,3.18,2.52,3.08,2.91,2.96,3.19,3.15,2.65,3.07
M,351,Gnonto,5.2,5.2,Leeds United,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,1.22,1.27,1.05,1.24,1.18,1.21,1.26,1.25,1.09,1.24
M,352,Harrison,5.2,5.2,Leeds United,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,0.55,0.56,0.49,0.55,0.54,0.54,0.56,0.55,0.50,0.56
M,353,James,5.3,5.3,Leeds United,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,1.04,1.08,0.89,1.05,1.01,1.01,1.08,1.05,0.93,1.06
M,354,Ampadu,4.9,4.9,Leeds United,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.33,2.75,2.57,3.04,3.02,2.94,3.48,3.21,3.07,3.09
M,356,Gruev,4.8,4.8,Leeds United,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.48,0.45,0.41,0.46,0.45,0.45,0.50,0.47,0.45,0.47
M,358,Tanaka,4.8,4.8,Leeds United,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,1.53,1.51,1.28,1.46,1.42,1.47,1.66,1.60,1.38,1.47
F,362,Piroe,5.0,5.0,Leeds United,17.40,12.15,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.94,0.69,0.34,0.40,0.38,0.38,0.41,0.40,0.35,0.40
F,365,Nmecha,5.0,5.0,Leeds United,71.55,31.20,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,3.29,1.54,0.90,1.02,0.99,1.00,1.04,1.02,0.93,1.04
G,366,A.Becker,5.4,5.4,Liverpool,0.00,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.00,3.82,3.52,4.07,3.30,3.36,3.19,4.01,3.65,3.33
G,367,Mamardashvili,4.3,4.3,Liverpool,89.10,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,2.18,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.03
G,368,Pécsi,3.9,3.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,370,Frimpong,5.8,5.8,Liverpool,0.00,18.60,18.60,18.60,18.60,18.60,62.55,62.55,62.55,62.55,0.00,0.97,0.93,1.02,0.87,0.92,2.80,3.82,3.45,2.98
D,371,Kerkez,5.7,5.7,Liverpool,28.65,28.65,28.65,28.65,28.65,28.65,28.65,28.65,28.65,28.65,0.94,1.44,1.37,1.56,1.32,1.31,1.22,1.60,1.44,1.30
D,372,Robertson,5.8,5.8,Liverpool,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,65.40,1.85,3.41,3.20,3.76,2.98,3.05,2.73,3.75,3.40,2.94
D,373,Virgil,6.0,6.0,Liverpool,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,2.74,4.50,4.92,4.81,4.42,3.67,4.36,5.85,4.46,4.30
D,374,Konaté,5.4,5.4,Liverpool,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,2.28,4.01,4.25,4.30,3.77,3.28,3.74,5.18,3.97,3.74
D,375,Bradley,5.0,5.0,Liverpool,79.05,63.60,63.60,63.60,63.60,63.60,70.05,70.05,70.05,70.05,2.10,3.46,3.23,3.78,3.11,3.11,2.96,4.12,3.63,3.17
D,376,Gomez,4.9,4.9,Liverpool,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,0.35,0.47,0.47,0.49,0.44,0.43,0.43,0.52,0.47,0.43
D,378,Nallo,3.8,3.8,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,379,R.Williams,3.8,3.8,Liverpool,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.05
D,380,Ramsay,3.8,3.8,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,381,M.Salah,14.2,14.2,Liverpool,83.40,83.40,83.40,83.40,83.40,83.40,0.00,0.00,0.00,0.00,4.70,6.67,6.30,6.82,5.55,6.48,0.00,0.00,0.00,0.00
M,382,Wirtz,8.0,8.0,Liverpool,71.25,66.15,66.15,66.15,66.15,66.15,69.90,69.90,69.90,69.90,3.28,4.19,4.09,4.35,3.60,4.06,3.88,4.84,4.42,4.05
M,384,Gakpo,7.6,7.6,Liverpool,71.70,66.15,66.15,66.15,66.15,66.15,75.30,75.30,75.30,75.30,3.41,4.39,4.16,4.46,3.76,4.14,4.49,5.60,5.03,4.61
M,385,Chiesa,6.4,6.4,Liverpool,8.85,8.85,8.85,8.85,8.85,8.85,18.15,18.15,18.15,18.15,0.43,0.55,0.52,0.55,0.47,0.53,0.95,1.18,1.07,0.97
M,386,Mac Allister,6.3,6.3,Liverpool,67.20,67.20,67.20,67.20,67.20,67.20,67.20,67.20,67.20,67.20,2.54,3.05,3.09,3.21,2.92,2.91,2.98,3.40,3.15,3.05
M,387,Szoboszlai,6.6,6.6,Liverpool,85.50,85.50,85.50,85.50,85.50,85.50,85.35,85.35,85.35,85.35,4.03,4.78,4.89,5.02,4.65,4.51,4.82,5.23,4.78,4.65
M,388,C.Jones,5.4,5.4,Liverpool,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,0.83,0.99,0.98,1.02,0.91,0.98,0.92,1.06,0.97,0.93
M,389,Elliott,5.4,5.4,Aston Villa,18.15,14.85,14.85,10.95,10.95,10.95,26.10,27.30,27.30,27.30,0.93,0.70,0.80,0.50,0.47,0.55,1.25,1.21,1.09,1.36
M,390,Gravenberch,5.6,5.6,Liverpool,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,84.15,2.86,3.28,3.42,3.45,3.28,3.13,3.27,3.47,3.21,3.31
M,391,Gannon-Doak,4.9,4.9,Bournemouth,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,11.55,0.55,0.66,0.57,0.58,0.57,0.53,0.63,0.54,0.52,0.48
M,392,Endo,4.9,4.9,Liverpool,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,0.18,0.20,0.20,0.20,0.19,0.19,0.19,0.20,0.20,0.19
M,393,Bajcetic,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01
M,396,Nyoni,4.3,4.3,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.01
F,398,Danns,4.4,4.4,Liverpool,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,400,Ortega Moreno,4.8,4.8,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,401,Bettinelli,4.0,4.0,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,402,Aït-Nouri,5.8,5.8,Man City,32.55,62.55,62.55,62.55,62.55,62.55,0.00,0.00,0.00,0.00,1.54,2.86,3.67,3.27,4.04,3.00,0.00,0.00,0.00,0.00
D,403,Gvardiol,5.8,5.8,Man City,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,3.49,3.71,4.21,4.05,4.55,3.96,4.74,3.95,4.46,3.95
D,405,Aké,5.3,5.3,Man City,23.10,23.10,23.10,23.10,23.10,23.10,27.60,27.60,27.60,27.60,1.00,1.02,1.22,1.11,1.29,1.07,1.48,1.28,1.40,1.28
D,406,Khusanov,5.4,5.4,Man City,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55,1.32,1.33,1.63,1.50,1.75,1.45,1.74,1.48,1.66,1.46
D,407,Matheus N.,5.3,5.3,Man City,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,2.90,2.80,3.58,3.14,3.90,2.90,3.93,3.19,3.64,3.19
D,408,Rúben,5.5,5.5,Man City,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,3.01,3.11,3.75,3.46,3.99,3.38,4.07,3.44,3.90,3.36
D,409,Stones,5.5,5.5,Man City,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,16.20,0.66,0.65,0.75,0.70,0.79,0.68,0.80,0.70,0.75,0.70
D,410,Lewis,4.9,4.9,Man City,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,0.78,0.75,0.89,0.82,0.94,0.78,0.96,0.82,0.88,0.83
D,411,O’Reilly,4.9,4.9,Man City,61.80,31.50,31.50,31.50,31.50,31.50,76.95,76.95,76.95,76.95,2.62,1.31,1.66,1.45,1.78,1.40,4.51,3.66,4.17,3.61
M,413,Marmoush,8.3,8.3,Man City,24.90,35.10,35.10,35.10,35.10,35.10,0.00,0.00,0.00,0.00,1.63,2.07,2.48,2.26,2.66,2.19,0.00,0.00,0.00,0.00
M,414,Foden,8.0,8.0,Man City,74.85,71.40,71.40,71.40,71.40,71.40,68.70,68.70,68.70,68.70,4.86,4.01,4.63,4.32,5.03,4.29,5.25,4.25,4.39,4.44
M,415,Savinho,6.9,6.9,Man City,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,43.50,2.45,2.18,2.56,2.41,2.76,2.29,2.95,2.44,2.56,2.54
M,416,Bernardo,6.3,6.3,Man City,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,30.90,1.57,1.39,1.54,1.44,1.68,1.46,1.74,1.47,1.54,1.49
M,417,Cherki,6.3,6.3,Man City,39.60,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15,2.15,1.72,2.05,1.89,2.18,1.84,2.34,1.91,2.01,2.02
M,418,Doku,6.4,6.4,Man City,39.00,39.00,39.00,39.00,39.00,39.00,59.55,59.55,59.55,59.55,2.01,1.80,2.09,1.95,2.25,1.89,3.65,3.01,3.17,3.18
M,419,Grealish,6.9,6.9,Everton,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,3.95,3.25,3.77,3.52,3.93,3.32,3.33,3.94,3.63,4.10
M,421,Rodrigo,6.3,6.3,Man City,36.00,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,78.90,1.83,3.63,3.81,3.61,4.19,3.87,4.16,3.68,3.87,3.73
M,422,Kovačić,5.9,5.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,63.60,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,2.74,1.31,1.36,1.28,1.48,1.39,1.48,1.32,1.36,1.32
M,424,Bobb,5.4,5.4,Man City,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,1.14,1.04,1.19,1.11,1.27,1.09,1.35,1.14,1.19,1.18
M,426,McAtee,5.2,5.2,Nott'm Forest,34.80,27.00,27.00,23.70,23.70,23.70,23.70,23.70,23.70,23.70,1.76,1.13,1.33,1.17,1.07,1.15,1.10,1.03,1.14,1.04
M,427,Reijnders,5.5,5.5,Man City,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,3.63,3.30,3.81,3.52,4.03,3.55,4.34,3.63,3.82,3.74
M,429,Phillips,4.8,4.8,Man City,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,430,Haaland,14.8,14.8,Man City,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,6.69,5.71,6.88,6.22,7.36,6.10,8.27,6.38,6.67,6.87
G,431,Bayindir,4.8,4.8,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03
G,434,Heaton,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,3.9,3.9,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,5.0,5.0,Man Utd,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,3.71,4.12,3.65,4.33,4.75,3.59,3.61,3.65,4.97,3.79
D,437,Martinez,4.8,4.8,Man Utd,0.00,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,0.00,0.71,0.64,0.74,0.76,0.67,0.64,0.65,0.80,0.67
D,438,Mazraoui,4.9,4.9,Man Utd,37.95,31.20,31.20,31.20,31.20,31.20,0.00,0.00,0.00,0.00,1.56,1.42,1.28,1.47,1.54,1.31,0.00,0.00,0.00,0.00
D,439,D.Leon,4.3,4.3,Man Utd,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,0.23,0.26,0.23,0.27,0.25,0.25,0.24,0.24,0.28,0.24
D,440,Dalot,4.4,4.4,Man Utd,71.25,71.25,71.25,71.25,71.25,71.25,83.55,83.55,83.55,83.55,2.90,3.67,2.90,3.87,3.61,3.34,3.22,3.32,4.49,3.47
D,441,Dorgu,4.3,4.3,Man Utd,36.30,36.30,36.30,36.30,36.30,36.30,83.55,83.55,83.55,83.55,1.36,1.60,1.35,1.69,1.63,1.51,3.16,3.12,4.30,3.39
D,442,Maguire,4.4,4.4,Man Utd,40.80,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,1.74,1.58,1.42,1.67,1.74,1.43,1.39,1.41,1.81,1.43
D,443,Shaw,4.5,4.5,Man Utd,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,2.84,3.58,2.90,3.73,3.78,3.08,2.82,2.95,4.10,3.08
D,444,Yoro,4.4,4.4,Man Utd,74.55,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,2.76,3.03,2.63,3.16,3.39,2.69,2.55,2.62,3.55,2.74
D,446,Fredricson,3.9,3.9,Man Utd,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03
D,447,Heaven,3.8,3.8,Man Utd,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.07
D,448,Malacia,3.9,3.9,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,449,B.Fernandes,8.9,8.9,Man Utd,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,5.71,6.35,5.21,6.84,6.08,5.88,5.36,5.77,7.07,5.72
M,450,Cunha,7.9,7.9,Man Utd,76.05,76.05,76.05,76.05,76.05,76.05,84.30,84.30,84.30,84.30,4.35,5.07,4.22,5.41,5.07,4.83,4.64,4.99,6.13,4.93
M,452,Amad,6.3,6.3,Man Utd,69.45,69.45,69.45,69.45,69.45,69.45,0.00,0.00,0.00,0.00,3.44,3.63,3.13,3.86,4.37,3.36,0.00,0.00,0.00,0.00
M,453,Garnacho,6.4,6.4,Chelsea,52.20,41.85,41.85,59.10,59.10,59.10,59.10,59.10,59.10,59.10,3.41,2.47,1.85,2.91,2.88,3.25,2.69,3.12,3.27,2.52
M,455,Mount,5.9,5.9,Man Utd,32.55,32.55,32.55,32.55,32.55,32.55,65.25,65.25,65.25,65.25,1.51,1.66,1.45,1.75,1.75,1.60,2.81,2.97,3.64,2.92
M,456,Sancho,5.8,5.8,Aston Villa,9.00,9.00,9.00,9.00,9.00,9.00,0.00,29.10,29.10,29.10,0.50,0.46,0.54,0.46,0.41,0.50,0.00,1.36,1.18,1.57
M,457,Casemiro,5.5,5.5,Man Utd,63.90,63.90,63.90,63.90,63.90,63.90,70.80,70.80,70.80,70.80,2.99,3.15,2.64,3.26,3.07,2.82,2.97,3.25,3.67,3.22
M,458,Mainoo,4.7,4.7,Man Utd,8.85,8.85,8.85,8.85,8.85,8.85,45.90,45.90,45.90,45.90,0.37,0.39,0.36,0.40,0.38,0.38,1.86,1.93,2.19,1.94
M,459,Ugarte,4.8,4.8,Man Utd,14.25,14.25,14.25,14.25,14.25,14.25,37.35,37.35,37.35,37.35,0.49,0.51,0.47,0.52,0.50,0.49,1.17,1.27,1.44,1.26
M,461,Fitzgerald,4.4,4.4,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01
M,462,J.Fletcher,4.4,4.4,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01
M,463,Kone,4.4,4.4,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01
F,466,Zirkzee,5.8,5.8,Man Utd,9.75,9.75,9.75,9.75,9.75,9.75,32.40,32.40,32.40,32.40,0.52,0.58,0.51,0.62,0.55,0.57,1.45,1.59,1.79,1.51
F,467,Obi,4.3,4.3,Man Utd,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,0.14,0.15,0.13,0.16,0.14,0.15,0.13,0.14,0.16,0.14
G,469,Pope,5.2,5.2,Newcastle,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.21,2.75,3.47,3.55,4.23,3.79,3.49,2.98,3.99,3.55
G,470,Dúbravka,4.0,4.0,Burnley,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.15,3.15,3.32,3.25,2.59,3.42,3.01,3.53,2.99,2.80
G,471,Gillespie,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.2,5.2,Newcastle,21.90,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,1.04,1.41,1.80,1.88,2.17,1.93,1.71,1.46,2.02,1.83
D,474,Schär,5.4,5.4,Newcastle,49.95,32.25,32.25,32.25,32.25,32.25,32.25,32.25,32.25,32.25,2.10,1.18,1.54,1.61,1.72,1.56,1.41,1.26,1.65,1.58
D,475,Botman,4.9,4.9,Newcastle,66.45,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,2.93,2.26,3.18,3.25,3.23,3.05,2.78,2.49,3.15,3.14
D,476,Burn,5.2,5.2,Newcastle,85.35,84.45,84.45,84.45,84.45,84.45,84.45,84.45,84.45,84.45,3.50,2.83,3.93,4.10,4.43,4.00,3.46,3.05,4.17,3.95
D,477,Livramento,4.9,4.9,Newcastle,0.00,79.80,79.80,79.80,79.80,79.80,79.80,79.80,79.80,79.80,0.00,2.62,3.44,3.66,4.44,3.81,3.20,2.73,4.05,3.54
D,478,Trippier,5.0,5.0,Newcastle,70.50,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,25.95,3.04,1.07,1.26,1.33,1.55,1.36,1.23,1.10,1.43,1.33
D,479,Krafth,4.4,4.4,Newcastle,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,0.31,0.29,0.32,0.33,0.34,0.32,0.31,0.30,0.33,0.33
D,480,Lascelles,4.3,4.3,Newcastle,7.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.27,0.15,0.17,0.17,0.18,0.17,0.17,0.16,0.18,0.17
D,481,A.Murphy,3.9,3.9,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,482,Ashby,3.9,3.9,Newcastle,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,483,Pivas,3.9,3.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,485,Gordon,7.5,7.5,Newcastle,11.70,65.55,64.50,66.90,66.90,66.90,60.75,60.75,60.75,60.75,0.69,3.49,3.75,4.33,4.99,4.14,3.76,3.36,4.06,3.96
M,486,Elanga,6.7,6.7,Newcastle,38.10,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,31.65,1.96,1.57,1.62,1.81,2.04,1.75,1.75,1.61,1.87,1.80
M,487,Barnes,6.3,6.3,Newcastle,79.80,33.45,30.75,27.60,27.60,27.60,27.60,27.60,27.60,27.60,3.95,1.74,1.66,1.63,1.85,1.58,1.58,1.48,1.69,1.67
M,488,Bruno G.,6.6,6.6,Newcastle,81.15,81.15,81.15,81.15,81.15,81.15,81.15,81.15,81.15,81.15,3.41,3.21,3.65,3.95,3.99,3.75,3.60,3.44,3.85,3.86
M,489,J.Murphy,6.1,6.1,Newcastle,76.20,57.75,57.75,57.75,57.75,57.75,57.75,57.75,57.75,57.75,3.55,2.63,2.76,3.05,3.48,2.96,2.96,2.75,3.17,3.06
M,490,Joelinton,5.9,5.9,Newcastle,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,2.56,2.39,2.74,3.00,2.95,2.74,2.70,2.57,2.91,2.90
M,491,Tonali,5.4,5.4,Newcastle,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,3.17,3.03,3.42,3.66,3.66,3.44,3.33,3.14,3.54,3.55
M,493,Longstaff,4.9,4.9,Leeds United,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,78.15,3.14,3.09,2.52,3.02,2.89,2.94,3.54,3.23,2.82,3.09
M,494,Willock,5.0,5.0,Newcastle,8.40,8.40,8.40,8.40,8.40,8.40,8.40,8.40,8.40,8.40,0.37,0.36,0.38,0.40,0.43,0.39,0.39,0.37,0.41,0.41
M,497,L.Miley,4.4,4.4,Newcastle,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,0.60,0.59,0.61,0.65,0.67,0.62,0.62,0.60,0.64,0.64
F,499,Isak,10.4,10.4,Liverpool,21.75,72.60,72.60,72.60,72.60,72.60,75.75,75.75,75.75,75.75,1.10,4.90,4.57,4.93,4.11,4.66,4.73,5.84,5.25,4.79
F,500,Osula,5.5,5.5,Newcastle,0.00,11.40,11.40,11.40,11.40,11.40,26.10,26.10,26.10,26.10,0.00,0.56,0.57,0.62,0.69,0.61,1.38,1.27,1.40,1.37
F,501,Neave,4.4,4.4,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,502,Sels,4.8,4.8,Nott'm Forest,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.38,2.36,3.23,3.57,3.33,3.41,3.12,2.65,3.61,3.06
D,505,Milenković,5.2,5.2,Nott'm Forest,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.75,2.32,3.31,3.97,3.51,3.61,3.72,2.87,4.07,3.37
D,506,Murillo,5.3,5.3,Nott'm Forest,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,3.66,2.14,3.17,3.85,3.44,3.51,3.60,2.75,3.99,3.22
D,507,Aina,4.7,4.7,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,508,N.Williams,4.7,4.7,Nott'm Forest,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,3.38,1.74,3.00,3.45,2.88,3.13,2.93,2.31,3.45,2.67
D,510,Jair Cunha,4.3,4.3,Nott'm Forest,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.42,0.32,0.39,0.43,0.39,0.41,0.41,0.35,0.44,0.38
D,511,Morato,4.4,4.4,Nott'm Forest,27.90,27.90,27.90,24.15,24.15,24.15,24.15,24.15,24.15,24.15,1.09,0.74,0.97,0.97,0.89,0.91,0.92,0.77,0.99,0.86
D,513,Abbott,3.9,3.9,Nott'm Forest,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,514,Boly,3.9,3.9,Nott'm Forest,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.22,0.18,0.21,0.22,0.21,0.21,0.22,0.20,0.23,0.21
M,515,Gibbs-White,7.3,7.3,Nott'm Forest,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,4.37,3.11,3.82,3.82,3.42,3.73,3.50,3.23,3.78,3.34
