Pos,ID,Name,BV,SV,Team,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,32_Pts,33_Pts,34_Pts,35_Pts,36_Pts,37_Pts,38_Pts
M,485,Gordon,7.4,7.4,Newcastle,75.75,75.75,75.75,75.75,75.75,75.75,75.75,4.84,5.56,3.52,5.10,4.41,5.45,4.50
M,486,Elanga,6.5,6.5,Newcastle,36.45,36.45,36.45,36.45,36.45,36.45,36.45,1.87,2.00,1.46,1.92,1.79,2.08,1.79
M,487,Barnes,6.1,6.1,Newcastle,70.20,70.20,70.20,70.20,70.20,70.20,70.20,3.60,4.06,2.76,3.84,3.43,4.19,3.55
M,488,Bruno G.,6.8,6.8,Newcastle,79.80,79.80,79.80,79.80,79.80,79.80,79.80,3.83,4.22,3.00,3.95,3.77,4.15,3.70
M,489,J.Murphy,5.9,5.9,Newcastle,18.60,18.60,18.60,18.60,18.60,18.60,18.60,0.98,1.08,0.79,1.02,0.94,1.10,0.96
M,490,Joelinton,5.9,5.9,Newcastle,44.70,44.70,44.70,44.70,44.70,44.70,44.70,1.86,2.04,1.59,1.90,1.87,1.98,1.80
M,491,Tonali,5.3,5.3,Newcastle,77.10,77.10,77.10,77.10,77.10,77.10,77.10,3.11,3.34,2.59,3.17,3.10,3.29,2.99
M,493,Longstaff,4.8,4.8,Leeds United,22.05,44.10,0.00,10.35,10.35,13.95,10.35,0.97,2.20,0.00,0.56,0.48,0.65,0.48
M,494,Willock,5.0,5.0,Newcastle,29.40,29.40,29.40,29.40,29.40,29.40,29.40,1.39,1.48,1.18,1.43,1.35,1.49,1.37
M,497,L.Miley,4.4,4.4,Newcastle,31.05,31.05,31.05,31.05,31.05,31.05,31.05,1.36,1.46,1.16,1.36,1.34,1.43,1.30
F,499,Isak,10.3,10.3,Liverpool,26.55,34.95,34.95,34.95,34.95,34.95,34.95,1.77,1.99,2.25,1.93,2.11,1.95,2.22
F,500,Osula,5.4,5.4,Newcastle,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.95,1.07,0.77,1.00,0.88,1.07,0.92
F,501,Neave,4.3,4.3,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.01,0.02,0.02,0.02,0.02
G,502,Sels,4.6,4.6,Nott'm Forest,72.00,72.00,72.00,72.00,72.00,72.00,72.00,2.76,2.98,2.96,2.28,2.56,2.31,2.73
D,505,Milenković,5.1,5.1,Nott'm Forest,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.49,4.36,3.85,2.74,3.37,2.92,3.69
D,506,Murillo,5.2,5.2,Nott'm Forest,82.05,82.05,82.05,82.05,82.05,82.05,82.05,3.54,4.39,3.98,2.85,3.46,3.05,3.78
D,507,Aina,4.7,4.7,Nott'm Forest,83.25,83.25,83.25,83.25,83.25,83.25,83.25,3.27,4.13,3.64,2.50,3.11,2.61,3.39
D,508,N.Williams,4.7,4.7,Nott'm Forest,83.10,83.10,83.10,83.10,83.10,83.10,83.10,3.56,4.56,3.88,2.65,3.42,2.75,3.67
D,510,Jair Cunha,4.2,4.2,Nott'm Forest,8.40,8.40,8.40,8.40,8.40,8.40,8.40,0.35,0.41,0.37,0.31,0.35,0.32,0.37
D,511,Morato,4.3,4.3,Nott'm Forest,9.60,9.60,9.60,9.60,9.60,9.60,9.60,0.46,0.53,0.51,0.39,0.46,0.42,0.48
D,513,Abbott,3.8,3.8,Nott'm Forest,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.05,0.06,0.05,0.06
D,514,Boly,3.8,3.8,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,515,Gibbs-White,7.4,7.4,Nott'm Forest,81.75,81.75,81.75,81.75,81.75,81.75,81.75,4.31,5.45,4.24,3.67,4.37,3.67,4.62
M,516,Hudson-Odoi,5.7,5.7,Nott'm Forest,71.70,71.70,71.70,71.70,71.70,71.70,71.70,3.34,3.99,3.31,2.99,3.37,2.94,3.50
M,517,Anderson,5.5,5.5,Nott'm Forest,85.50,85.50,85.50,85.50,85.50,85.50,85.50,4.57,5.05,4.44,4.18,4.61,4.29,4.77
M,519,Dominguez,5.0,5.0,Nott'm Forest,46.50,46.50,46.50,46.50,46.50,46.50,46.50,2.05,2.32,1.98,1.86,2.08,1.87,2.14
M,521,Sangaré,4.9,4.9,Nott'm Forest,82.95,82.95,82.95,82.95,82.95,82.95,82.95,3.06,3.21,2.94,2.78,3.05,2.90,3.10
M,522,Yates,4.7,4.7,Nott'm Forest,9.00,9.00,9.00,9.00,9.00,9.00,9.00,0.42,0.44,0.39,0.34,0.40,0.34,0.39
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.02,0.03,0.02,0.03
F,525,Wood,7.1,7.1,Nott'm Forest,25.20,25.20,25.20,25.20,25.20,25.20,25.20,1.39,1.67,1.33,1.23,1.41,1.22,1.47
F,526,Igor Jesus,5.8,5.8,Nott'm Forest,65.40,65.40,65.40,65.40,65.40,65.40,65.40,3.11,3.72,3.03,2.80,3.16,2.78,3.29
F,527,Awoniyi,5.2,5.2,Nott'm Forest,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.77,0.92,0.78,0.74,0.84,0.73,0.82
G,529,Moore,3.9,3.9,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,531,Ballard,4.7,4.7,Sunderland,0.00,83.85,83.85,83.85,83.85,83.85,83.85,0.00,3.69,4.40,4.56,3.80,4.36,3.62
D,532,Hume,4.5,4.5,Sunderland,82.95,61.50,61.50,61.50,61.50,61.50,61.50,3.37,1.99,2.62,2.66,2.09,2.39,2.09
D,535,Cirkin,4.0,4.0,Sunderland,6.90,6.90,6.90,6.90,6.90,6.90,6.90,0.26,0.24,0.26,0.27,0.25,0.24,0.25
D,539,O'Nien,4.0,4.0,Sunderland,26.55,1.50,1.50,1.50,1.50,1.50,1.50,1.21,0.05,0.05,0.05,0.05,0.05,0.05
D,541,Reinildo,3.8,3.8,Sunderland,77.85,77.85,77.85,77.85,77.85,77.85,77.85,3.00,2.26,2.93,3.05,2.33,2.85,2.27
M,544,Diarra,5.3,5.3,Sunderland,74.85,74.85,74.85,74.85,74.85,74.85,74.85,3.37,2.83,3.17,3.25,2.97,2.88,2.98
M,546,Aleksić,4.9,4.9,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03,0.03
M,547,E.Le Fée,4.9,4.9,Sunderland,81.15,81.15,81.15,81.15,81.15,81.15,81.15,4.04,3.49,3.75,3.79,3.52,3.54,3.45
M,548,Mundle,4.9,4.9,Sunderland,0.00,18.15,18.15,18.15,18.15,18.15,18.15,0.00,0.70,0.74,0.76,0.72,0.71,0.74
M,550,Poveda,4.7,4.7,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,551,Rigg,4.7,4.7,Sunderland,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.30,0.27,0.29,0.29,0.27,0.27,0.28
M,552,Sadiki,4.9,4.9,Sunderland,83.25,83.25,83.25,83.25,83.25,83.25,83.25,2.79,2.51,2.71,2.70,2.53,2.58,2.50
M,553,Talbi,4.9,4.9,Sunderland,80.10,37.80,37.80,37.80,37.80,37.80,37.80,3.69,1.58,1.73,1.78,1.63,1.61,1.64
M,554,Ba,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,557,H.Jones,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,560,Isidor,5.0,5.0,Sunderland,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.81,0.72,0.80,0.85,0.80,0.73,0.77
F,561,Mayenda,5.2,5.2,Sunderland,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.45,0.41,0.43,0.45,0.42,0.41,0.41
F,562,Abdullahi,4.2,4.2,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03
G,565,Vicario,4.7,4.7,Spurs,0.00,18.00,54.00,89.10,89.10,89.10,89.10,0.00,0.60,2.08,2.91,3.42,2.57,3.37
G,566,Austin,3.9,3.9,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,567,Kinsky,3.9,3.9,Spurs,89.10,72.00,36.00,0.90,0.90,0.90,0.90,3.36,2.55,1.32,0.03,0.03,0.03,0.03
D,568,Pedro Porro,5.1,5.1,Spurs,82.50,82.50,82.50,82.50,82.50,82.50,82.50,3.77,3.59,4.00,3.01,3.89,2.59,3.98
D,569,Romero,5.0,5.0,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,3.83,3.49,3.91,3.09,3.95,2.60,4.05
D,570,Danso,4.2,4.2,Spurs,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.45,0.44,0.47,0.42,0.46,0.38,0.47
D,571,Davies,4.3,4.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,572,Dragusin,4.5,4.5,Spurs,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.17,0.18,0.18,0.17,0.17,0.17,0.18
D,573,Spence,4.2,4.2,Spurs,56.70,56.70,56.70,56.70,56.70,56.70,56.70,2.23,2.09,2.33,1.76,2.30,1.51,2.34
D,574,Udogie,4.3,4.3,Spurs,45.00,45.00,45.00,45.00,45.00,45.00,45.00,1.78,1.69,1.86,1.43,1.85,1.24,1.87
D,575,Van de Ven,4.4,4.4,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,3.34,3.09,3.47,2.60,3.47,2.19,3.52
M,580,Johnson,6.5,6.5,Crystal Palace,42.90,30.30,30.30,30.30,60.60,30.30,30.30,1.96,1.45,1.21,1.30,2.58,1.27,1.18
M,581,Maddison,6.8,6.8,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,582,Kudus,6.4,6.4,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,583,Kulusevski,6.4,6.4,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,584,Tel,6.2,6.2,Spurs,53.10,53.10,53.10,53.10,53.10,53.10,53.10,2.64,2.77,2.79,2.42,2.70,2.34,2.73
M,585,Bentancur,5.2,5.2,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,586,Bergvall,5.2,5.2,Spurs,51.60,51.60,51.60,51.60,51.60,51.60,51.60,1.84,1.87,1.92,1.78,1.87,1.70,1.88
M,587,Bissouma,5.2,5.2,Spurs,11.70,11.70,11.70,11.70,11.70,11.70,11.70,0.43,0.43,0.45,0.43,0.43,0.41,0.45
M,588,Odobert,5.3,5.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,591,Gray,4.8,4.8,Spurs,36.30,36.30,36.30,36.30,36.30,36.30,36.30,1.26,1.27,1.30,1.22,1.26,1.17,1.29
M,593,P.M.Sarr,4.5,4.5,Spurs,52.50,52.50,52.50,52.50,52.50,52.50,52.50,2.36,2.36,2.45,2.31,2.34,2.18,2.42
M,595,Olusesi,4.3,4.3,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,596,Solanke,7.2,7.2,Spurs,67.50,67.50,67.50,67.50,67.50,67.50,67.50,3.43,3.70,3.67,3.19,3.56,3.10,3.55
F,597,Richarlison,6.3,6.3,Spurs,55.50,55.50,55.50,55.50,55.50,55.50,55.50,2.70,2.91,2.86,2.47,2.81,2.46,2.74
G,600,Areola,4.3,4.3,West Ham,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.07,0.06,0.07,0.06,0.05,0.05,0.07
D,603,Diouf,4.1,4.1,West Ham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.85,3.22,3.52,2.88,2.42,2.48,3.43
D,605,Kilman,4.1,4.1,West Ham,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.12,0.11,0.12,0.11,0.11,0.11,0.11
D,606,Mavropanos,4.4,4.4,West Ham,79.20,79.20,79.20,79.20,79.20,79.20,79.20,4.35,3.96,4.16,3.62,3.17,3.17,4.11
D,608,Scarles,4.3,4.3,West Ham,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.50,0.45,0.47,0.42,0.39,0.40,0.47
D,609,Todibo,4.3,4.3,West Ham,53.70,38.55,38.55,38.55,38.55,38.55,38.55,2.34,1.53,1.58,1.39,1.22,1.22,1.58
D,610,Wan-Bissaka,4.1,4.1,West Ham,86.10,86.10,86.10,86.10,86.10,86.10,86.10,4.10,3.50,3.77,3.13,2.64,2.69,3.72
M,613,Souček,5.7,5.7,West Ham,77.10,77.10,77.10,77.10,77.10,77.10,77.10,3.69,3.18,3.34,3.11,2.79,3.17,3.26
M,614,Ward-Prowse,5.6,5.6,Burnley,83.25,130.80,0.00,56.40,56.40,56.40,56.40,3.22,4.81,0.00,2.14,2.23,1.82,2.51
M,615,Summerville,5.5,5.5,West Ham,36.30,79.20,79.20,79.20,79.20,79.20,79.20,2.06,3.54,3.77,3.47,3.03,3.46,3.79
M,623,Potts,4.4,4.4,West Ham,28.50,21.75,21.75,21.75,21.75,21.75,21.75,1.14,0.80,0.82,0.80,0.76,0.79,0.82
F,624,Bowen,7.6,7.6,West Ham,87.60,87.60,87.60,87.60,87.60,87.60,87.60,5.17,4.05,4.25,3.99,3.48,3.92,4.38
G,627,Johnstone,4.4,4.4,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,628,José Sá,4.2,4.2,Wolves,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.76,2.90,3.14,3.68,2.85,3.01,3.32
G,629,Bentley,3.9,3.9,Wolves,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03
G,630,King,3.9,3.9,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,632,Doherty,4.4,4.4,Wolves,0.00,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.51,0.55,0.59,0.48,0.53,0.56
D,633,H.Bueno,4.3,4.3,Wolves,77.55,77.55,77.55,77.55,77.55,77.55,77.55,2.71,2.81,3.22,3.60,2.48,3.00,3.42
D,634,Mosquera,4.3,4.3,Wolves,79.20,79.20,79.20,79.20,79.20,79.20,79.20,2.68,2.86,3.20,3.48,2.55,2.93,3.39
D,635,R.Gomes,4.4,4.4,Wolves,21.30,13.65,13.65,13.65,13.65,13.65,13.65,0.91,0.58,0.64,0.68,0.55,0.63,0.66
D,636,S.Bueno,4.4,4.4,Wolves,82.95,82.95,82.95,82.95,82.95,82.95,82.95,3.05,3.15,3.61,3.96,2.80,3.34,3.84
D,637,Toti,4.2,4.2,Wolves,23.25,23.25,23.25,23.25,23.25,23.25,23.25,0.80,0.84,0.90,0.94,0.78,0.84,0.94
D,640,Pedro Lima,4.0,4.0,Wolves,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.07,0.06,0.06,0.06
M,642,Hee Chan,5.6,5.6,Wolves,62.25,62.25,62.25,62.25,62.25,62.25,62.25,2.91,2.74,3.17,3.19,2.71,3.08,3.21
M,643,André,5.2,5.2,Wolves,77.10,77.10,77.10,77.10,77.10,77.10,77.10,2.88,2.82,3.12,2.97,2.85,2.87,3.08
M,644,Bellegarde,5.1,5.1,Wolves,34.80,34.80,34.80,34.80,34.80,34.80,34.80,1.44,1.39,1.53,1.52,1.37,1.50,1.55
M,646,J.Gomes,5.3,5.3,Wolves,78.45,78.45,78.45,78.45,78.45,78.45,78.45,3.21,3.11,3.53,3.38,3.14,3.24,3.51
M,651,Edozie,4.3,4.3,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,652,Gonzalez,4.3,4.3,Wolves,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,654,Strand Larsen,6.0,6.0,Crystal Palace,79.65,50.10,50.10,50.10,119.10,50.10,50.10,3.96,2.54,2.10,2.30,5.06,2.22,1.99
F,657,Chiwome,4.4,4.4,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,658,Fraser,4.2,4.2,Wolves,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.02,0.02,0.01,0.02,0.02
D,659,Walker-Peters,4.2,4.2,West Ham,7.80,7.80,7.80,7.80,7.80,7.80,7.80,0.39,0.33,0.34,0.33,0.29,0.30,0.36
M,660,Stach,4.8,4.8,Leeds United,0.00,0.00,0.00,80.70,80.70,80.70,80.70,0.00,0.00,0.00,4.75,4.18,4.12,3.98
F,661,Ekitiké,9.3,9.3,Liverpool,51.90,65.85,65.85,65.85,65.85,65.85,65.85,3.17,3.44,3.99,3.29,3.70,3.44,3.86
D,662,Mosquera,5.3,5.3,Arsenal,22.20,11.55,11.55,11.55,11.55,11.55,11.55,1.02,0.43,0.50,0.51,0.50,0.54,0.53
G,664,Lecomte,3.9,3.9,Fulham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.02,0.03,0.03,0.03
G,665,Perri,4.4,4.4,Leeds United,1.80,3.60,0.00,1.80,1.80,1.80,1.80,0.05,0.13,0.00,0.08,0.06,0.06,0.06
F,666,Gyökeres,8.8,8.8,Arsenal,73.05,73.05,73.05,73.05,73.05,73.05,73.05,4.54,3.09,4.08,4.14,3.91,4.86,3.75
D,667,Aznou,4.2,4.2,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,668,Xhaka,5.1,5.1,Sunderland,76.35,76.35,76.35,76.35,76.35,76.35,76.35,3.42,3.05,3.25,3.25,3.04,3.13,3.00
M,669,Ndoye,5.5,5.5,Nott'm Forest,16.35,16.35,16.35,16.35,16.35,16.35,16.35,0.76,0.86,0.76,0.70,0.77,0.69,0.82
G,670,Roefs,4.8,4.8,Sunderland,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.42,3.01,3.76,3.67,3.11,3.24,3.08
F,671,Wilson,5.8,5.8,West Ham,25.50,15.45,15.45,15.45,15.45,15.45,15.45,1.49,0.77,0.79,0.73,0.65,0.75,0.81
D,672,Hato,4.6,4.6,Chelsea,44.70,136.20,0.00,40.80,40.80,40.80,40.80,1.52,5.44,0.00,1.92,1.48,1.99,1.96
M,673,J.Palhinha,5.5,5.5,Spurs,63.60,63.60,63.60,63.60,63.60,63.60,63.60,2.50,2.52,2.62,2.52,2.49,2.38,2.60
G,674,Ramsdale,4.8,4.8,Newcastle,81.00,81.00,81.00,81.00,81.00,81.00,81.00,2.93,2.80,2.19,3.00,2.99,3.06,2.65
G,675,Gunn,4.0,4.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,676,Ugochukwu,5.0,5.0,Burnley,81.30,152.70,0.00,63.90,63.90,63.90,63.90,2.69,4.84,0.00,2.10,2.19,1.83,2.48
M,677,Guessand,6.2,6.2,Crystal Palace,28.20,43.50,43.50,43.50,84.00,43.50,43.50,1.40,2.31,1.86,2.10,3.94,2.03,1.82
G,679,Hermansen,4.2,4.2,West Ham,88.20,88.20,88.20,88.20,88.20,88.20,88.20,3.74,3.32,3.45,2.87,2.79,2.75,3.46
F,680,Broja,5.2,5.2,Burnley,25.20,50.40,0.00,25.20,25.20,25.20,25.20,1.16,2.15,0.00,1.09,1.13,0.93,1.27
F,681,Šeško,7.4,7.4,Man Utd,44.85,44.85,44.85,44.85,44.85,44.85,44.85,2.58,2.20,2.55,2.38,2.39,2.51,2.32
D,682,Møller Wolfe,4.2,4.2,Wolves,5.10,5.10,5.10,5.10,5.10,5.10,5.10,0.20,0.20,0.21,0.21,0.19,0.21,0.21
D,683,Alderete,4.1,4.1,Sunderland,83.85,83.85,83.85,83.85,83.85,83.85,83.85,4.26,3.43,4.09,4.27,3.53,4.05,3.32
D,684,Thiaw,5.1,5.1,Newcastle,81.15,81.15,81.15,81.15,81.15,81.15,81.15,4.05,3.94,2.97,3.84,3.73,4.15,3.60
D,685,Diakité,4.1,4.1,Bournemouth,7.35,14.70,0.00,7.35,7.35,7.35,7.35,0.26,0.54,0.00,0.29,0.27,0.25,0.27
M,686,Ngumoha,4.3,4.3,Liverpool,40.80,5.85,5.85,5.85,5.85,5.85,5.85,2.15,0.30,0.35,0.28,0.31,0.28,0.30
M,687,Rees-Dottin,4.3,4.3,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,688,Wright,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,689,Seung soo,4.3,4.3,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.01,0.02,0.02,0.02,0.02
M,690,Cardines,4.4,4.4,Crystal Palace,1.20,1.20,1.20,1.20,2.40,1.20,1.20,0.05,0.04,0.04,0.05,0.09,0.04,0.04
F,691,Calvert-Lewin,5.6,5.6,Leeds United,81.90,149.70,0.00,81.90,81.90,81.90,81.90,3.46,8.11,0.00,5.01,4.02,4.14,4.05
D,692,Leoni,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,693,Hutchinson,5.4,5.4,Nott'm Forest,34.20,34.20,34.20,34.20,34.20,34.20,34.20,1.66,1.97,1.64,1.47,1.67,1.49,1.75
D,694,Mukiele,4.5,4.5,Sunderland,82.95,82.95,82.95,82.95,82.95,82.95,82.95,4.06,3.19,3.91,4.07,3.31,3.91,3.15
D,695,Tchatchoua,4.4,4.4,Wolves,75.15,71.40,71.40,71.40,71.40,71.40,71.40,2.56,2.43,2.92,3.28,2.20,2.75,3.05
M,697,Adli,5.4,5.4,Bournemouth,52.50,108.45,0.00,30.30,30.30,30.30,30.30,2.18,5.53,0.00,1.68,1.52,1.44,1.50
M,698,Okafor,5.5,5.5,Leeds United,13.80,74.10,0.00,33.90,33.90,33.90,33.90,0.64,4.10,0.00,2.10,1.72,1.79,1.74
M,699,Douglas Luiz,4.9,4.9,Aston Villa,27.60,27.60,27.60,27.60,27.60,27.60,27.60,1.18,1.28,1.14,1.24,1.26,1.14,1.06
M,700,Dowman,4.2,4.2,Arsenal,8.10,8.10,8.10,8.10,8.10,8.10,8.10,0.46,0.36,0.44,0.47,0.44,0.53,0.43
M,702,Burrowes,4.4,4.4,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.05,0.05,0.04,0.05,0.05,0.04,0.04
G,703,Proctor,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,706,Justin,3.9,3.9,Leeds United,84.75,169.50,0.00,76.35,76.35,76.35,76.35,3.03,8.07,0.00,4.28,3.45,3.45,3.33
M,707,Dibling,5.3,5.3,Everton,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.57,0.55,0.57,0.52,0.59,0.59,0.58
M,708,M.Fernandes,5.5,5.5,West Ham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,4.21,3.64,3.83,3.50,3.17,3.64,3.67
D,709,Krejčí,4.5,4.5,Wolves,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.35,3.49,3.96,4.20,3.13,3.64,4.17
D,710,Patterson,3.9,3.9,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,711,Harriman-Annous,4.4,4.4,Arsenal,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.01,0.02,0.02,0.02,0.02,0.02
M,712,Yeremy,5.8,5.8,Crystal Palace,37.50,25.35,25.35,25.35,59.70,25.35,25.35,1.87,1.34,1.11,1.20,2.68,1.17,1.05
D,713,A.Jimenez,4.5,4.5,Bournemouth,79.05,158.10,0.00,79.05,79.05,79.05,79.05,2.09,5.87,0.00,3.59,2.81,2.22,2.96
F,714,Woltemade,6.7,6.7,Newcastle,26.70,26.70,26.70,26.70,26.70,26.70,26.70,1.38,1.53,1.14,1.49,1.41,1.67,1.49
G,715,John,4.0,4.0,Nott'm Forest,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,716,Savona,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,717,Xavi,6.5,6.5,Spurs,65.40,65.40,65.40,65.40,65.40,65.40,65.40,3.15,3.33,3.35,2.94,3.25,2.78,3.24
M,718,S.Magassa,5.0,5.0,West Ham,25.80,25.80,25.80,25.80,25.80,25.80,25.80,1.02,0.93,0.95,0.91,0.84,0.93,0.94
D,719,Lindelöf,4.5,4.5,Aston Villa,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.35,0.38,0.34,0.36,0.37,0.33,0.32
F,720,Tolu,5.3,5.3,Wolves,40.35,40.35,40.35,40.35,40.35,40.35,40.35,1.82,1.73,1.95,1.92,1.76,1.93,1.94
D,721,Milosavljević,4.4,4.4,Bournemouth,5.55,11.10,0.00,5.55,5.55,5.55,5.55,0.22,0.47,0.00,0.25,0.23,0.21,0.24
M,722,Florentino,5.0,5.0,Burnley,81.30,73.20,0.00,23.25,23.25,23.25,23.25,3.19,2.88,0.00,0.89,0.94,0.84,0.97
D,723,Canvot,4.5,4.5,Crystal Palace,69.60,69.60,69.60,69.60,80.70,69.60,69.60,3.03,3.39,2.70,3.14,4.08,3.22,2.84
D,724,Geertruida,4.5,4.5,Sunderland,73.95,12.75,12.75,12.75,12.75,12.75,12.75,3.29,0.47,0.54,0.54,0.48,0.51,0.48
D,725,Hincapie,5.1,5.1,Arsenal,18.00,18.90,73.95,73.95,73.95,73.95,73.95,0.98,0.75,3.79,4.01,3.87,4.59,4.14
F,726,Kolo Muani,6.9,6.9,Spurs,43.95,43.95,43.95,43.95,43.95,43.95,43.95,1.79,1.92,1.90,1.69,1.83,1.66,1.82
M,727,Chukwueze,5.3,5.3,Fulham,56.40,56.40,56.40,56.40,56.40,56.40,56.40,2.60,2.74,2.88,2.20,3.06,3.03,2.92
M,728,Röhl,5.0,5.0,Everton,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.67,0.67,0.69,0.63,0.66,0.74,0.67
F,730,Brobbey,5.3,5.3,Sunderland,79.35,79.35,79.35,79.35,79.35,79.35,79.35,3.71,3.13,3.42,3.52,3.29,3.10,3.31
M,731,Kevin,5.8,5.8,Fulham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
